pep_wbs,cycle_name,planned_hours,planned_cost
60IT-PLT-01,Nov/2023,511.7,72235.42
60IT-PLT-01,Dez/2023,511.7,72235.42
60IT-PLT-01,Jan/2024,511.7,72235.42
60IT-PLT-01,Fev/2024,511.7,72235.42
60IT-PLT-01,Mar/2024,511.7,72235.42
60IT-PLT-01,Abr/2024,511.7,72235.42
60IT-PLT-01,Mai/2024,511.7,72235.42
60IT-PLT-01,Jun/2024,511.7,72235.42
60IT-PLT-01,Jul/2024,511.7,72235.42
60IT-PLT-01,Ago/2024,511.7,72235.42
60IT-PLT-01,Set/2024,511.7,72235.42
60IT-PLT-01,Out/2024,511.7,72235.42
60IT-PLT-01,Nov/2024,511.7,72235.42
60IT-PLT-01,Dez/2024,511.7,72235.42
60IT-PLT-01,Jan/2025,511.7,72235.42
60IT-PLT-01,Fev/2025,511.7,72235.42
60IT-PLT-01,Mar/2025,511.7,72235.42
60IT-PLT-01,Abr/2025,511.7,72235.42
60IT-PLT-01,Mai/2025,511.7,72235.42
60IT-PLT-01,Jun/2025,511.7,72235.42
60IT-PLT-01,Jul/2025,511.7,72235.42
60IT-PLT-01,Ago/2025,511.7,72235.42
60IT-PLT-01,Set/2025,511.7,72235.42
60IT-PLT-01,Out/2025,511.7,72235.42
60IT-PLT-01,Nov/2025,511.7,72235.42
60IT-PLT-01,Dez/2025,511.7,72235.42
60IT-PLT-01,Jan/2026,511.7,72235.42
60IT-PLT-01,Fev/2026,511.7,72235.42
60IT-PLT-01,Mar/2026,465.2,65671.13
60IT-PLT-01,Abr/2026,418.7,59106.84
60IT-PLT-01,Mai/2026,372.1,52528.43
60IT-PLT-01,Jun/2026,325.6,45964.14
60IT-PLT-01,Jul/2026,279.1,39399.85
60IT-PLT-01,Ago/2026,232.6,32835.56
60IT-PLT-01,Set/2026,186.1,26271.27
60IT-PLT-01,Out/2026,139.6,19706.98
60IT-PLT-01,Nov/2026,93.0,13128.58
60IT-PLT-01,Dez/2026,46.5,6564.29
60IT-SEG-01,Jan/2022,40.7,5097.19
60IT-SEG-01,Fev/2022,81.4,10194.38
60IT-SEG-01,Mar/2022,122.0,15279.05
60IT-SEG-01,Abr/2022,162.7,20376.24
60IT-SEG-01,Mai/2022,203.4,25473.43
60IT-SEG-01,Jun/2022,244.1,30570.62
60IT-SEG-01,Jul/2022,284.7,35655.29
60IT-SEG-01,Ago/2022,284.7,35655.29
60IT-SEG-01,Set/2022,284.7,35655.29
60IT-SEG-01,Out/2022,284.7,35655.29
60IT-SEG-01,Nov/2022,284.7,35655.29
60IT-SEG-01,Dez/2022,284.7,35655.29
60IT-SEG-01,Jan/2023,284.7,35655.29
60IT-SEG-01,Fev/2023,284.7,35655.29
60IT-SEG-01,Mar/2023,284.7,35655.29
60IT-SEG-01,Abr/2023,284.7,35655.29
60IT-SEG-01,Mai/2023,284.7,35655.29
60IT-SEG-01,Jun/2023,284.7,35655.29
60IT-SEG-01,Jul/2023,284.7,35655.29
60IT-SEG-01,Ago/2023,284.7,35655.29
60IT-SEG-01,Set/2023,284.7,35655.29
60IT-SEG-01,Out/2023,284.7,35655.29
60IT-SEG-01,Nov/2023,284.7,35655.29
60IT-SEG-01,Dez/2023,284.7,35655.29
60IT-SEG-01,Jan/2024,284.7,35655.29
60IT-SEG-01,Fev/2024,284.7,35655.29
60IT-SEG-01,Mar/2024,284.7,35655.29
60IT-SEG-01,Abr/2024,284.7,35655.29
60IT-SEG-01,Mai/2024,284.7,35655.29
60IT-SEG-01,Jun/2024,249.2,31209.33
60IT-SEG-01,Jul/2024,213.6,26750.86
60IT-SEG-01,Ago/2024,178.0,22292.38
60IT-SEG-01,Set/2024,142.4,17833.9
60IT-SEG-01,Out/2024,106.8,13375.43
60IT-SEG-01,Nov/2024,71.2,8916.95
60IT-SEG-01,Dez/2024,35.6,4458.48
60IT-CRM-01,Jan/2022,54.4,5222.4
60IT-CRM-01,Fev/2022,108.8,10444.8
60IT-CRM-01,Mar/2022,163.3,15676.8
60IT-CRM-01,Abr/2022,217.7,20899.2
60IT-CRM-01,Mai/2022,272.1,26121.6
60IT-CRM-01,Jun/2022,326.5,31344.0
60IT-CRM-01,Jul/2022,326.5,31344.0
60IT-CRM-01,Ago/2022,326.5,31344.0
60IT-CRM-01,Set/2022,326.5,31344.0
60IT-CRM-01,Out/2022,326.5,31344.0
60IT-CRM-01,Nov/2022,326.5,31344.0
60IT-CRM-01,Dez/2022,326.5,31344.0
60IT-CRM-01,Jan/2023,326.5,31344.0
60IT-CRM-01,Fev/2023,326.5,31344.0
60IT-CRM-01,Mar/2023,326.5,31344.0
60IT-CRM-01,Abr/2023,326.5,31344.0
60IT-CRM-01,Mai/2023,326.5,31344.0
60IT-CRM-01,Jun/2023,326.5,31344.0
60IT-CRM-01,Jul/2023,326.5,31344.0
60IT-CRM-01,Ago/2023,326.5,31344.0
60IT-CRM-01,Set/2023,326.5,31344.0
60IT-CRM-01,Out/2023,326.5,31344.0
60IT-CRM-01,Nov/2023,326.5,31344.0
60IT-CRM-01,Dez/2023,326.5,31344.0
60IT-CRM-01,Jan/2024,279.9,26870.4
60IT-CRM-01,Fev/2024,233.2,22387.2
60IT-CRM-01,Mar/2024,186.6,17913.6
60IT-CRM-01,Abr/2024,139.9,13430.4
60IT-CRM-01,Mai/2024,93.3,8956.8
60IT-CRM-01,Jun/2024,46.6,4473.6
60IT-GOV-01,Jan/2023,44.1,6502.19
60IT-GOV-01,Fev/2023,88.2,13004.37
60IT-GOV-01,Mar/2023,132.3,19506.56
60IT-GOV-01,Abr/2023,176.4,26008.74
60IT-GOV-01,Mai/2023,220.5,32510.93
60IT-GOV-01,Jun/2023,220.5,32510.93
60IT-GOV-01,Jul/2023,220.5,32510.93
60IT-GOV-01,Ago/2023,220.5,32510.93
60IT-GOV-01,Set/2023,220.5,32510.93
60IT-GOV-01,Out/2023,220.5,32510.93
60IT-GOV-01,Nov/2023,220.5,32510.93
60IT-GOV-01,Dez/2023,220.5,32510.93
60IT-GOV-01,Jan/2024,220.5,32510.93
60IT-GOV-01,Fev/2024,220.5,32510.93
60IT-GOV-01,Mar/2024,220.5,32510.93
60IT-GOV-01,Abr/2024,220.5,32510.93
60IT-GOV-01,Mai/2024,220.5,32510.93
60IT-GOV-01,Jun/2024,220.5,32510.93
60IT-GOV-01,Jul/2024,220.5,32510.93
60IT-GOV-01,Ago/2024,183.8,27099.81
60IT-GOV-01,Set/2024,147.0,21673.95
60IT-GOV-01,Out/2024,110.3,16262.84
60IT-GOV-01,Nov/2024,73.5,10836.98
60IT-GOV-01,Dez/2024,36.8,5425.86
60IT-SUP-01,Jan/2022,19.6,1973.75
60IT-SUP-01,Fev/2022,39.2,3947.51
60IT-SUP-01,Mar/2022,58.8,5921.26
60IT-SUP-01,Abr/2022,78.4,7895.02
60IT-SUP-01,Mai/2022,97.9,9858.7
60IT-SUP-01,Jun/2022,117.5,11832.46
60IT-SUP-01,Jul/2022,137.1,13806.21
60IT-SUP-01,Ago/2022,156.7,15779.96
60IT-SUP-01,Set/2022,176.3,17753.72
60IT-SUP-01,Out/2022,195.9,19727.47
60IT-SUP-01,Nov/2022,215.5,21701.23
60IT-SUP-01,Dez/2022,235.1,23674.98
60IT-SUP-01,Jan/2023,235.1,23674.98
60IT-SUP-01,Fev/2023,235.1,23674.98
60IT-SUP-01,Mar/2023,235.1,23674.98
60IT-SUP-01,Abr/2023,235.1,23674.98
60IT-SUP-01,Mai/2023,235.1,23674.98
60IT-SUP-01,Jun/2023,235.1,23674.98
60IT-SUP-01,Jul/2023,235.1,23674.98
60IT-SUP-01,Ago/2023,235.1,23674.98
60IT-SUP-01,Set/2023,235.1,23674.98
60IT-SUP-01,Out/2023,235.1,23674.98
60IT-SUP-01,Nov/2023,235.1,23674.98
60IT-SUP-01,Dez/2023,235.1,23674.98
60IT-SUP-01,Jan/2024,235.1,23674.98
60IT-SUP-01,Fev/2024,235.1,23674.98
60IT-SUP-01,Mar/2024,235.1,23674.98
60IT-SUP-01,Abr/2024,235.1,23674.98
60IT-SUP-01,Mai/2024,235.1,23674.98
60IT-SUP-01,Jun/2024,235.1,23674.98
60IT-SUP-01,Jul/2024,235.1,23674.98
60IT-SUP-01,Ago/2024,235.1,23674.98
60IT-SUP-01,Set/2024,235.1,23674.98
60IT-SUP-01,Out/2024,235.1,23674.98
60IT-SUP-01,Nov/2024,235.1,23674.98
60IT-SUP-01,Dez/2024,235.1,23674.98
60IT-SUP-01,Jan/2025,235.1,23674.98
60IT-SUP-01,Fev/2025,235.1,23674.98
60IT-SUP-01,Mar/2025,235.1,23674.98
60IT-SUP-01,Abr/2025,235.1,23674.98
60IT-SUP-01,Mai/2025,235.1,23674.98
60IT-SUP-01,Jun/2025,235.1,23674.98
60IT-SUP-01,Jul/2025,235.1,23674.98
60IT-SUP-01,Ago/2025,235.1,23674.98
60IT-SUP-01,Set/2025,235.1,23674.98
60IT-SUP-01,Out/2025,235.1,23674.98
60IT-SUP-01,Nov/2025,235.1,23674.98
60IT-SUP-01,Dez/2025,235.1,23674.98
60IT-SUP-01,Jan/2026,217.0,21852.28
60IT-SUP-01,Fev/2026,198.9,20029.58
60IT-SUP-01,Mar/2026,180.8,18206.88
60IT-SUP-01,Abr/2026,162.7,16384.18
60IT-SUP-01,Mai/2026,144.6,14561.47
60IT-SUP-01,Jun/2026,126.6,12748.84
60IT-SUP-01,Jul/2026,108.5,10926.14
60IT-SUP-01,Ago/2026,90.4,9103.44
60IT-SUP-01,Set/2026,72.3,7280.74
60IT-SUP-01,Out/2026,54.2,5458.04
60IT-SUP-01,Nov/2026,36.2,3645.4
60IT-SUP-01,Dez/2026,18.1,1822.7
60IT-DAT-01,Jan/2024,68.3,11489.9
60IT-DAT-01,Fev/2024,136.6,22979.8
60IT-DAT-01,Mar/2024,204.8,34452.88
60IT-DAT-01,Abr/2024,273.1,45942.78
60IT-DAT-01,Mai/2024,341.4,57432.68
60IT-DAT-01,Jun/2024,409.7,68922.58
60IT-DAT-01,Jul/2024,478.0,80412.48
60IT-DAT-01,Ago/2024,478.0,80412.48
60IT-DAT-01,Set/2024,478.0,80412.48
60IT-DAT-01,Out/2024,478.0,80412.48
60IT-DAT-01,Nov/2024,478.0,80412.48
60IT-DAT-01,Dez/2024,478.0,80412.48
60IT-DAT-01,Jan/2025,478.0,80412.48
60IT-DAT-01,Fev/2025,478.0,80412.48
60IT-DAT-01,Mar/2025,478.0,80412.48
60IT-DAT-01,Abr/2025,478.0,80412.48
60IT-DAT-01,Mai/2025,478.0,80412.48
60IT-DAT-01,Jun/2025,478.0,80412.48
60IT-DAT-01,Jul/2025,478.0,80412.48
60IT-DAT-01,Ago/2025,478.0,80412.48
60IT-DAT-01,Set/2025,478.0,80412.48
60IT-DAT-01,Out/2025,478.0,80412.48
60IT-DAT-01,Nov/2025,478.0,80412.48
60IT-DAT-01,Dez/2025,478.0,80412.48
60IT-DAT-01,Jan/2026,478.0,80412.48
60IT-DAT-01,Fev/2026,478.0,80412.48
60IT-DAT-01,Mar/2026,478.0,80412.48
60IT-DAT-01,Abr/2026,478.0,80412.48
60IT-DAT-01,Mai/2026,478.0,80412.48
60IT-DAT-01,Jun/2026,418.2,70352.51
60IT-DAT-01,Jul/2026,358.5,60309.36
60IT-DAT-01,Ago/2026,298.7,50249.39
60IT-DAT-01,Set/2026,239.0,40206.24
60IT-DAT-01,Out/2026,179.2,30146.27
60IT-DAT-01,Nov/2026,119.5,20103.12
60IT-DAT-01,Dez/2026,59.7,10043.15
60IT-RH-01,Jul/2023,100.0,10517.24
60IT-RH-01,Ago/2023,200.0,21034.48
60IT-RH-01,Set/2023,300.0,31551.72
60IT-RH-01,Out/2023,400.0,42068.97
60IT-RH-01,Nov/2023,400.0,42068.97
60IT-RH-01,Dez/2023,400.0,42068.97
60IT-RH-01,Jan/2024,400.0,42068.97
60IT-RH-01,Fev/2024,400.0,42068.97
60IT-RH-01,Mar/2024,400.0,42068.97
60IT-RH-01,Abr/2024,400.0,42068.97
60IT-RH-01,Mai/2024,400.0,42068.97
60IT-RH-01,Jun/2024,400.0,42068.97
60IT-RH-01,Jul/2024,400.0,42068.97
60IT-RH-01,Ago/2024,400.0,42068.97
60IT-RH-01,Set/2024,320.0,33655.17
60IT-RH-01,Out/2024,240.0,25241.38
60IT-RH-01,Nov/2024,160.0,16827.59
60IT-RH-01,Dez/2024,80.0,8413.79
60IT-API-01,Jul/2024,53.7,6090.53
60IT-API-01,Ago/2024,107.5,12192.41
60IT-API-01,Set/2024,161.2,18282.94
60IT-API-01,Out/2024,215.0,24384.81
60IT-API-01,Nov/2024,268.7,30475.34
60IT-API-01,Dez/2024,322.4,36565.87
60IT-API-01,Jan/2025,322.4,36565.87
60IT-API-01,Fev/2025,322.4,36565.87
60IT-API-01,Mar/2025,322.4,36565.87
60IT-API-01,Abr/2025,322.4,36565.87
60IT-API-01,Mai/2025,322.4,36565.87
60IT-API-01,Jun/2025,322.4,36565.87
60IT-API-01,Jul/2025,322.4,36565.87
60IT-API-01,Ago/2025,322.4,36565.87
60IT-API-01,Set/2025,322.4,36565.87
60IT-API-01,Out/2025,322.4,36565.87
60IT-API-01,Nov/2025,322.4,36565.87
60IT-API-01,Dez/2025,322.4,36565.87
60IT-API-01,Jan/2026,322.4,36565.87
60IT-API-01,Fev/2026,322.4,36565.87
60IT-API-01,Mar/2026,322.4,36565.87
60IT-API-01,Abr/2026,322.4,36565.87
60IT-API-01,Mai/2026,322.4,36565.87
60IT-API-01,Jun/2026,322.4,36565.87
60IT-API-01,Jul/2026,276.4,31348.66
60IT-API-01,Ago/2026,230.3,26120.1
60IT-API-01,Set/2026,184.3,20902.89
60IT-API-01,Out/2026,138.2,15674.33
60IT-API-01,Nov/2026,92.1,10445.77
60IT-API-01,Dez/2026,46.1,5228.56
60IT-INO-01,Jan/2024,33.9,6310.24
60IT-INO-01,Fev/2024,67.8,12620.49
60IT-INO-01,Mar/2024,101.7,18930.73
60IT-INO-01,Abr/2024,135.6,25240.97
60IT-INO-01,Mai/2024,169.5,31551.21
60IT-INO-01,Jun/2024,203.4,37861.46
60IT-INO-01,Jul/2024,237.3,44171.7
60IT-INO-01,Ago/2024,237.3,44171.7
60IT-INO-01,Set/2024,237.3,44171.7
60IT-INO-01,Out/2024,237.3,44171.7
60IT-INO-01,Nov/2024,237.3,44171.7
60IT-INO-01,Dez/2024,237.3,44171.7
60IT-INO-01,Jan/2025,237.3,44171.7
60IT-INO-01,Fev/2025,237.3,44171.7
60IT-INO-01,Mar/2025,237.3,44171.7
60IT-INO-01,Abr/2025,237.3,44171.7
60IT-INO-01,Mai/2025,237.3,44171.7
60IT-INO-01,Jun/2025,237.3,44171.7
60IT-INO-01,Jul/2025,237.3,44171.7
60IT-INO-01,Ago/2025,237.3,44171.7
60IT-INO-01,Set/2025,237.3,44171.7
60IT-INO-01,Out/2025,237.3,44171.7
60IT-INO-01,Nov/2025,237.3,44171.7
60IT-INO-01,Dez/2025,237.3,44171.7
60IT-INO-01,Jan/2026,237.3,44171.7
60IT-INO-01,Fev/2026,237.3,44171.7
60IT-INO-01,Mar/2026,237.3,44171.7
60IT-INO-01,Abr/2026,237.3,44171.7
60IT-INO-01,Mai/2026,237.3,44171.7
60IT-INO-01,Jun/2026,207.6,38643.26
60IT-INO-01,Jul/2026,178.0,33133.43
60IT-INO-01,Ago/2026,148.3,27604.99
60IT-INO-01,Set/2026,118.6,22076.54
60IT-INO-01,Out/2026,89.0,16566.71
60IT-INO-01,Nov/2026,59.3,11038.27
60IT-INO-01,Dez/2026,29.7,5528.44
60IT-MOB-01,Jul/2024,127.6,11156.38
60IT-MOB-01,Ago/2024,255.2,22312.76
60IT-MOB-01,Set/2024,382.8,33469.14
60IT-MOB-01,Out/2024,510.3,44616.77
60IT-MOB-01,Nov/2024,510.3,44616.77
60IT-MOB-01,Dez/2024,510.3,44616.77
60IT-MOB-01,Jan/2025,510.3,44616.77
60IT-MOB-01,Fev/2025,510.3,44616.77
60IT-MOB-01,Mar/2025,510.3,44616.77
60IT-MOB-01,Abr/2025,510.3,44616.77
60IT-MOB-01,Mai/2025,510.3,44616.77
60IT-MOB-01,Jun/2025,510.3,44616.77
60IT-MOB-01,Jul/2025,510.3,44616.77
60IT-MOB-01,Ago/2025,510.3,44616.77
60IT-MOB-01,Set/2025,408.3,35698.66
60IT-MOB-01,Out/2025,306.2,26771.81
60IT-MOB-01,Nov/2025,204.1,17844.96
60IT-MOB-01,Dez/2025,102.1,8926.85
60IT-MKT-01,Jan/2025,65.6,6447.25
60IT-MKT-01,Fev/2025,131.3,12904.33
60IT-MKT-01,Mar/2025,196.9,19351.58
60IT-MKT-01,Abr/2025,262.6,25808.66
60IT-MKT-01,Mai/2025,328.2,32255.91
60IT-MKT-01,Jun/2025,328.2,32255.91
60IT-MKT-01,Jul/2025,328.2,32255.91
60IT-MKT-01,Ago/2025,328.2,32255.91
60IT-MKT-01,Set/2025,328.2,32255.91
60IT-MKT-01,Out/2025,328.2,32255.91
60IT-MKT-01,Nov/2025,328.2,32255.91
60IT-MKT-01,Dez/2025,328.2,32255.91
60IT-MKT-01,Jan/2026,328.2,32255.91
60IT-MKT-01,Fev/2026,328.2,32255.91
60IT-MKT-01,Mar/2026,328.2,32255.91
60IT-MKT-01,Abr/2026,328.2,32255.91
60IT-MKT-01,Mai/2026,328.2,32255.91
60IT-MKT-01,Jun/2026,328.2,32255.91
60IT-MKT-01,Jul/2026,328.2,32255.91
60IT-MKT-01,Ago/2026,273.5,26879.92
60IT-MKT-01,Set/2026,218.8,21503.94
60IT-MKT-01,Out/2026,164.1,16127.95
60IT-MKT-01,Nov/2026,109.4,10751.97
60IT-MKT-01,Dez/2026,54.7,5375.98
60IT-BI-01,Jan/2025,214.3,27954.24
60IT-BI-01,Fev/2025,428.6,55908.49
60IT-BI-01,Mar/2025,428.6,55908.49
60IT-BI-01,Abr/2025,428.6,55908.49
60IT-BI-01,Mai/2025,428.6,55908.49
60IT-BI-01,Jun/2025,428.6,55908.49
60IT-BI-01,Jul/2025,428.6,55908.49
60IT-BI-01,Ago/2025,428.6,55908.49
60IT-BI-01,Set/2025,428.6,55908.49
60IT-BI-01,Out/2025,428.6,55908.49
60IT-BI-01,Nov/2025,285.7,37267.98
60IT-BI-01,Dez/2025,142.9,18640.51
60IT-IOT-01,Jan/2025,79.0,7489.61
60IT-IOT-01,Fev/2025,157.9,14969.74
60IT-IOT-01,Mar/2025,236.9,22459.35
60IT-IOT-01,Abr/2025,315.9,29948.96
60IT-IOT-01,Mai/2025,394.9,37438.57
60IT-IOT-01,Jun/2025,394.9,37438.57
60IT-IOT-01,Jul/2025,394.9,37438.57
60IT-IOT-01,Ago/2025,394.9,37438.57
60IT-IOT-01,Set/2025,394.9,37438.57
60IT-IOT-01,Out/2025,394.9,37438.57
60IT-IOT-01,Nov/2025,394.9,37438.57
60IT-IOT-01,Dez/2025,394.9,37438.57
60IT-IOT-01,Jan/2026,394.9,37438.57
